Unnamed: 0,SERVICETYPE,VEHICLETYPE,DEPARTURE_COUNTRY,DEPARTURE_ZIPCODE,ARRIVAL_COUNTRY,ARRIVAL_ZIPCODE,SHIPPING_DATE,GROSS_WEIGHT_KG,NET_WEIGHT_KG,VOLUME_M3,DECLARED_DISTANCE_KM,ACTUAL_DELIVERY_DATE,DELIVERY_TIME_HH,WDAY
54,E-commerce,Standard,IT,63076.0,IT,70125,2023-01-03 00:00:14,2.37,0.0,0.01,323.5,2023-01-05 12:54:14,60,1
55,E-commerce Resi,Ground,US,95116.0,US,7008,2023-01-01 00:00:14,0.36,0.36,0.0,,2023-01-12 00:00:14,264,6
56,E-commerce,Ground,US,33154.0,US,10011,2023-01-01 00:00:14,1.0,0.0,0.01,,2023-01-07 00:00:14,144,6
57,E-commerce Resi,Standard,IT,88900.0,IT,63076,2023-01-01 00:00:14,0.74,0.74,0.0,508.84,2023-01-05 00:00:14,96,6
58,E-commerce Resi,Ground,US,7626.0,US,7008,2023-01-01 00:00:14,1.42,1.42,0.0,,2023-01-04 00:00:14,72,6
59,E-commerce Resi,Standard,IT,52100.0,IT,63076,2023-01-01 00:00:14,0.89,0.89,0.0,169.86,2023-01-10 00:00:14,216,6
60,E-commerce,Express Next Day,US,10022.0,US,92656,2023-01-01 00:00:14,0.54,0.0,0.04,,2023-01-04 00:00:14,72,6
61,E-commerce,Ground,US,10022.0,US,33140,2023-01-01 00:00:14,0.85,0.0,0.04,,2023-01-06 00:00:14,120,6
62,E-commerce,Ground,US,10022.0,US,34236,2023-01-01 00:00:14,1.2,0.0,0.09,,2023-01-06 00:00:14,120,6
63,E-commerce Resi,Standard,IT,56123.0,IT,63076,2023-01-01 00:00:14,1.07,1.07,0.0,291.9,2023-01-09 00:00:14,192,6
64,E-commerce Resi,Standard,IT,90139.0,IT,63076,2023-01-01 00:00:14,1.48,1.48,0.0,535.1,2023-01-10 00:00:14,216,6
65,E-commerce Resi,Standard,IT,72019.0,IT,63076,2023-01-01 00:00:14,0.76,0.76,0.0,408.31,2023-01-09 00:00:14,192,6
66,E-commerce Resi,Ground,US,10012.0,US,7008,2023-01-01 00:00:14,0.7,0.7,0.0,,2023-01-05 00:00:14,96,6
67,E-commerce,Ground,US,10001.0,US,90274,2023-01-01 00:00:14,5.07,0.0,0.04,,2023-01-10 00:00:14,216,6
68,E-commerce,Ground,US,10022.0,US,95008,2023-01-02 00:00:14,1.38,0.0,0.09,,2023-01-10 00:00:14,192,0
69,E-commerce Resi,Standard,IT,96016.0,IT,63076,2023-01-02 00:00:14,0.52,0.52,0.0,635.08,2023-01-05 00:00:14,72,0
70,E-commerce,Ground,US,92626.0,US,10006,2023-01-02 00:00:14,2.0,0.0,0.0,,2023-01-10 00:00:14,192,0
71,E-commerce Resi,Ground,US,7039.0,US,7008,2023-01-02 00:00:14,1.26,1.26,0.0,,2023-01-05 00:00:14,72,0
72,E-commerce Resi,Standard,IT,95033.0,IT,63076,2023-01-02 00:00:14,1.15,1.15,0.0,593.31,2023-01-12 00:00:14,240,0
74,E-commerce Resi,Standard,IT,27010.0,IT,63076,2023-01-02 00:00:14,0.31,0.31,0.0,456.31,2023-01-03 00:00:14,24,0
76,E-commerce Resi,Ground,US,97229.0,US,7008,2023-01-02 00:00:14,1.33,1.33,0.0,,2023-01-10 00:00:14,192,0
77,E-commerce,Standard,IT,20090.0,IT,29029,2023-01-02 00:00:14,1.95,0.0,0.01,68.41,2023-01-03 00:00:14,24,0
78,E-commerce,Standard,IT,187.0,IT,16036,2023-01-02 00:00:14,2.0,0.0,0.01,385.51,2023-01-04 00:00:14,48,0
79,E-commerce Resi,Standard,IT,96019.0,IT,63076,2023-01-02 00:00:14,0.29,0.29,0.0,685.67,2023-01-05 00:00:14,72,0
80,E-commerce Resi,Standard,IT,80010.0,IT,63076,2023-01-02 00:00:14,0.82,0.82,0.0,224.52,2023-01-04 00:00:14,48,0
81,E-commerce,Standard,IT,50123.0,IT,80047,2023-01-02 00:00:14,2.0,0.0,0.01,422.9,2023-01-05 00:00:14,72,0
82,E-commerce,Standard,IT,70121.0,IT,88060,2023-01-02 00:00:14,1.0,0.0,0.01,277.21,2023-01-05 13:53:05,85,0
83,E-commerce Resi,Standard,IT,58100.0,IT,63076,2023-01-02 00:00:14,0.86,0.86,0.0,222.36,2023-01-05 00:00:14,72,0
84,E-commerce Resi,Standard,IT,80010.0,IT,63076,2023-01-02 00:00:14,1.05,1.05,0.0,224.52,2023-01-09 00:00:14,168,0
85,E-commerce Resi,Standard,IT,95040.0,IT,63076,2023-01-02 00:00:14,0.31,0.31,0.0,610.59,2023-01-24 00:00:14,528,0
86,E-commerce,Standard,IT,70121.0,IT,90144,2023-01-02 00:00:14,1.0,0.0,0.01,449.41,2023-01-05 11:01:31,83,0
87,E-commerce,Standard,IT,187.0,IT,37063,2023-01-02 00:00:14,1.0,0.0,0.04,393.41,2023-01-03 10:56:39,34,0
88,E-commerce Resi,Standard,IT,20864.0,IT,63076,2023-01-02 00:00:14,1.0,1.0,0.0,463.45,2023-01-04 00:00:14,48,0
89,E-commerce Resi,Standard,IT,4011.0,IT,63076,2023-01-02 00:00:14,0.51,0.51,0.0,177.34,2023-01-04 00:00:14,48,0
90,E-commerce Resi,Standard,IT,2044.0,IT,63076,2023-01-02 00:00:14,0.73,0.73,0.0,123.01,2023-01-09 00:00:14,168,0
91,E-commerce,Standard,IT,20121.0,IT,70032,2023-01-02 00:00:14,0.76,0.0,0.01,777.73,2023-01-05 13:20:14,85,0
92,E-commerce,Express,IT,50123.0,IT,36,2023-01-02 00:00:14,1.19,0.0,0.01,253.78,2023-01-04 00:00:14,48,0
93,E-commerce,Standard,IT,50123.0,IT,81011,2023-01-02 00:00:14,1.17,0.0,0.01,371.57,2023-01-05 12:40:49,84,0
94,E-commerce,Standard,IT,20121.0,IT,8100,2023-01-02 00:00:14,0.48,0.0,0.01,573.16,2023-01-05 13:37:14,85,0
95,E-commerce,Standard,IT,20121.0,IT,71045,2023-01-02 00:00:14,2.2,0.0,0.01,700.3,2023-01-05 00:00:14,72,0
96,E-commerce Resi,Standard,IT,21040.0,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,487.85,2023-01-03 00:00:14,24,0
97,E-commerce,Standard,IT,37121.0,IT,20153,2023-01-02 00:00:14,1.63,0.0,0.01,148.96,2023-01-04 00:00:14,48,0
98,E-commerce,Standard,IT,20090.0,IT,89822,2023-01-02 00:00:14,2.1,0.0,0.01,967.16,2023-01-04 00:00:14,48,0
102,E-commerce,Express,IT,40124.0,IT,35015,2023-01-02 00:00:14,3.0,0.0,0.04,136.0,2023-01-04 00:00:14,48,0
103,E-commerce Resi,Standard,IT,87036.0,IT,63076,2023-01-02 00:00:14,1.04,1.04,0.0,445.28,2023-01-05 00:00:14,72,0
108,E-commerce Resi,Standard,IT,20135.0,IT,63076,2023-01-02 00:00:14,2.66,2.66,0.0,464.41,2023-01-04 00:00:14,48,0
117,E-commerce Resi,Standard,IT,91011.0,IT,63076,2023-01-02 00:00:14,1.67,1.67,0.0,555.53,2023-01-05 00:00:14,72,0
118,E-commerce Resi,Standard,IT,80070.0,IT,63076,2023-01-02 00:00:14,0.83,0.83,0.0,237.27,2023-01-04 00:00:14,48,0
119,E-commerce Resi,Ground,US,10014.0,US,7008,2023-01-02 00:00:14,1.3,1.3,0.0,,2023-01-04 00:00:14,48,0
120,E-commerce Resi,Standard,IT,87022.0,IT,63076,2023-01-02 00:00:14,0.05,0.05,0.0,417.9,2023-01-05 00:00:14,72,0
121,E-commerce Resi,Standard,IT,6049.0,IT,63076,2023-01-02 00:00:14,1.37,1.37,0.0,91.61,2023-01-05 00:00:14,72,0
122,E-commerce Resi,Standard,IT,80134.0,IT,63076,2023-01-02 00:00:14,0.72,0.72,0.0,233.55,2023-01-12 00:00:14,240,0
123,E-commerce,Ground,US,10065.0,US,33146,2023-01-02 00:00:14,1.0,0.0,0.01,,2023-01-06 00:00:14,96,0
124,E-commerce,Express Next Day,US,10065.0,US,32963,2023-01-02 00:00:14,1.0,0.0,0.01,,2023-01-05 00:00:14,72,0
129,E-commerce,Ground,US,10022.0,US,10075,2023-01-02 00:00:14,0.54,0.0,0.04,,2023-01-04 00:00:14,48,0
130,E-commerce,Ground,US,10001.0,US,33149,2023-01-02 00:00:14,1.0,0.0,0.04,,2023-01-06 00:00:14,96,0
131,E-commerce Resi,Ground,US,33483.0,US,7008,2023-01-02 00:00:14,1.43,1.43,0.0,,2023-01-09 00:00:14,168,0
132,E-commerce,Ground,US,10022.0,US,10013,2023-01-02 00:00:14,1.58,0.0,0.04,,2023-01-04 00:00:14,48,0
133,E-commerce Resi,Standard,IT,49377.0,IT,63076,2023-01-02 16:48:43.077,3.0,2.0,0.008,99.78,2023-01-09 00:00:14,152,0
134,E-commerce,Ground,US,2116.0,US,91205,2023-01-02 00:00:14,0.76,0.0,0.04,,2023-01-12 00:00:14,240,0
135,E-commerce,Standard,IT,16121.0,IT,95030,2023-01-02 00:00:14,0.53,0.0,0.0,918.46,2023-01-05 00:00:14,72,0
136,E-commerce,Standard,IT,187.0,IT,36015,2023-01-02 00:00:14,1.0,0.0,0.04,434.13,2023-01-05 11:08:25,83,0
137,E-commerce,Ground,US,10022.0,US,40503,2023-01-02 00:00:14,1.0,0.0,0.01,,2023-01-05 00:00:14,72,0
138,E-commerce Resi,Standard,IT,34151.0,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,308.07,2023-01-05 00:00:14,72,0
139,E-commerce Resi,Standard,IT,98124.0,IT,63076,2023-01-02 00:00:14,0.05,0.05,0.0,547.32,2023-01-11 00:00:14,216,0
140,E-commerce Resi,Standard,IT,25062.0,IT,63076,2023-01-02 00:00:14,1.35,1.35,0.0,415.98,2023-01-12 00:00:14,240,0
141,E-commerce Resi,Standard,IT,89020.0,IT,63076,2023-01-02 00:00:14,1.34,1.34,0.0,533.72,2023-01-12 00:00:14,240,0
142,E-commerce Resi,Ground,US,10580.0,US,7008,2023-01-02 00:00:14,1.14,1.14,0.0,,2023-01-06 00:00:14,96,0
143,E-commerce Resi,Ground,US,11101.0,US,7008,2023-01-02 00:00:14,1.13,1.13,0.0,,2023-01-04 00:00:14,48,0
144,E-commerce,Ground,US,77056.0,US,29585,2023-01-02 00:00:14,0.05,0.0,0.04,,2023-01-06 00:00:14,96,0
145,E-commerce,Ground,US,33154.0,US,10001,2023-01-02 00:00:14,0.66,0.0,0.01,,2023-01-07 00:00:14,120,0
146,E-commerce Resi,Standard,IT,24127.0,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,453.03,2023-01-05 00:00:14,72,0
147,E-commerce,Ground,US,92626.0,US,77479,2023-01-02 00:00:14,1.0,0.0,0.01,,2023-01-06 00:00:14,96,0
148,E-commerce Resi,Ground,US,2482.0,US,7008,2023-01-02 00:00:14,1.99,1.99,0.0,,2023-01-11 00:00:14,216,0
149,E-commerce Resi,Standard,IT,80122.0,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,235.25,2023-01-05 00:00:14,72,0
150,E-commerce,Ground,US,90210.0,US,33131,2023-01-02 00:00:14,1.2,0.0,0.01,,2023-01-10 00:00:14,192,0
151,E-commerce,Standard,IT,90141.0,IT,33018,2023-01-02 00:00:14,2.0,0.0,0.04,932.7,2023-01-09 14:16:14,182,0
152,E-commerce,Ground,US,90210.0,US,6807,2023-01-02 00:00:14,1.52,0.0,0.01,,2023-01-10 00:00:14,192,0
153,E-commerce,Express,IT,70121.0,IT,53043,2023-01-02 00:00:14,1.0,0.0,0.01,458.38,2023-01-04 00:00:14,48,0
154,E-commerce,Ground,US,92626.0,US,92130,2023-01-02 00:00:14,1.0,0.0,0.01,,2023-01-04 00:00:14,48,0
155,E-commerce,Ground,US,75225.0,US,14750,2023-01-02 00:00:14,1.07,0.0,0.04,,2023-01-09 00:00:14,168,0
156,E-commerce,Standard,IT,24122.0,IT,57025,2023-01-02 00:00:14,0.45,0.0,0.01,315.85,2023-01-04 00:00:14,48,0
157,E-commerce,Ground,US,90210.0,US,33458,2023-01-02 00:00:14,1.0,0.0,0.01,,2023-01-10 00:00:14,192,0
158,E-commerce,Ground,US,10001.0,US,92037,2023-01-02 00:00:14,0.05,0.0,0.04,,2023-01-10 00:00:14,192,0
159,E-commerce Resi,Standard,IT,6132.0,IT,63076,2023-01-02 00:00:14,1.12,1.12,0.0,122.49,2023-01-05 00:00:14,72,0
160,E-commerce,Standard,IT,9124.0,IT,31030,2023-01-02 00:00:14,1.0,0.0,0.01,765.52,2023-01-09 10:56:03,178,0
161,E-commerce,Standard,IT,9124.0,IT,5031,2023-01-02 00:00:14,1.0,0.0,0.01,484.65,2023-01-10 13:54:10,205,0
162,E-commerce Resi,Standard,IT,43.0,IT,63076,2023-01-02 00:00:14,0.91,0.91,0.0,160.58,2023-01-05 00:00:14,72,0
163,E-commerce Resi,Standard,IT,60011.0,IT,63076,2023-01-02 00:00:14,1.07,1.07,0.0,97.04,2023-01-04 00:00:14,48,0
164,E-commerce,Ground,US,89109.0,US,60625,2023-01-02 00:00:14,2.0,0.0,0.01,,2023-01-11 00:00:14,216,0
165,E-commerce,Express 2nd Day,US,10022.0,US,11221,2023-01-02 00:00:14,1.07,0.0,0.09,,2023-01-04 00:00:14,48,0
166,E-commerce Resi,Standard,IT,89026.0,IT,63076,2023-01-02 00:00:14,0.53,0.53,0.0,524.36,2023-01-11 00:00:14,216,0
167,E-commerce,Ground,US,33154.0,US,32835,2023-01-03 00:00:14,2.84,0.0,0.04,,2023-01-06 00:00:14,72,1
168,E-commerce Resi,Ground,US,10128.0,US,7008,2023-01-03 00:00:14,0.74,0.74,0.0,,2023-01-06 00:00:14,72,1
169,E-commerce,Ground,US,98004.0,US,10019,2023-01-03 00:00:14,1.52,0.0,0.04,,2023-01-12 00:00:14,216,1
170,E-commerce Resi,Ground,US,11223.0,US,7008,2023-01-03 00:00:14,1.09,1.09,0.0,,2023-01-04 00:00:14,24,1
171,E-commerce,Standard,IT,63076.0,IT,80121,2023-01-03 00:00:14,1.01,0.0,0.01,234.53,2023-01-04 00:00:14,24,1
172,E-commerce,Standard,IT,63076.0,IT,84010,2023-01-03 00:00:14,1.11,0.0,0.01,245.6,2023-01-05 12:09:33,60,1
173,E-commerce,Standard,IT,63076.0,IT,151,2023-01-03 00:00:14,1.3,0.0,0.01,163.74,2023-01-05 00:00:14,48,1
174,E-commerce,Standard,IT,63076.0,IT,80078,2023-01-03 00:00:14,1.82,0.0,0.01,234.89,2023-01-04 00:00:14,24,1
175,E-commerce,Standard,IT,63076.0,IT,25050,2023-01-03 00:00:14,1.17,0.0,0.01,420.54,2023-01-04 00:00:14,24,1
256,E-commerce,Standard,IT,63076.0,IT,20124,2023-01-03 00:00:14,1.83,0.0,0.01,466.91,2023-01-04 11:23:18,35,1
257,E-commerce,Standard,IT,63076.0,IT,22,2023-01-03 00:00:14,1.25,0.0,0.01,122.75,2023-01-04 00:00:14,24,1
258,E-commerce,Standard,IT,63076.0,IT,80018,2023-01-03 00:00:14,1.43,0.0,0.01,225.83,2023-01-04 13:06:40,37,1
259,E-commerce,Standard,IT,63076.0,IT,35122,2023-01-03 00:00:14,1.27,0.0,0.01,317.43,2023-01-05 00:00:14,48,1
260,E-commerce,Standard,IT,63076.0,IT,88900,2023-01-03 00:00:14,2.51,0.0,0.01,508.84,2023-01-05 00:00:14,48,1
261,E-commerce,Standard,IT,63076.0,IT,85025,2023-01-03 00:00:14,1.56,0.0,0.01,262.08,2023-01-05 00:00:14,48,1
266,E-commerce,Standard,IT,63076.0,IT,98070,2023-01-03 00:00:14,1.6,0.0,0.01,545.26,2023-01-05 12:31:14,60,1
267,E-commerce,Standard,IT,63076.0,IT,71121,2023-01-03 00:00:14,1.06,0.0,0.01,215.1,2023-01-05 11:59:14,59,1
268,E-commerce,Standard,IT,63076.0,IT,80040,2023-01-03 00:00:14,1.12,0.0,0.01,231.39,2023-01-04 11:09:23,35,1
272,E-commerce,Standard,IT,63076.0,IT,20900,2023-01-03 00:00:14,1.05,0.0,0.01,469.2,2023-01-04 12:14:50,36,1
274,E-commerce,Standard,IT,63076.0,IT,15011,2023-01-03 00:00:14,0.59,0.0,0.01,473.28,2023-01-04 00:00:14,24,1
275,E-commerce,Standard,IT,63076.0,IT,80013,2023-01-03 00:00:14,1.37,0.0,0.01,227.23,2023-01-04 12:13:04,36,1
277,E-commerce,Standard,IT,63076.0,IT,83020,2023-01-03 00:00:14,1.16,0.0,0.01,241.3,2023-01-09 00:00:14,144,1
278,E-commerce,Standard,IT,63076.0,IT,9128,2023-01-03 00:00:14,1.24,0.0,0.01,570.44,2023-01-05 11:24:14,59,1
279,E-commerce,Standard,IT,63076.0,IT,80040,2023-01-03 00:00:14,0.77,0.0,0.01,231.39,2023-01-04 11:00:29,35,1
288,E-commerce Resi,Standard,IT,95030.0,IT,63076,2023-01-03 00:00:14,0.6,0.6,0.0,605.4,2023-01-09 00:00:14,144,1
306,E-commerce,Express,IT,63076.0,IT,74122,2023-01-03 00:00:14,1.3,0.0,0.01,400.08,2023-01-05 00:00:14,48,1
307,E-commerce,Express,IT,63076.0,IT,84010,2023-01-03 00:00:14,0.36,0.0,0.01,245.6,2023-01-05 13:02:54,61,1
308,E-commerce,Standard,IT,20090.0,IT,93012,2023-01-03 00:00:14,0.55,0.0,0.0,1023.97,2023-01-05 13:24:09,61,1
309,E-commerce,Express,IT,63076.0,IT,21012,2023-01-03 00:00:14,1.41,0.0,0.01,502.73,2023-01-04 11:06:06,35,1
310,E-commerce,Standard,IT,63076.0,IT,40026,2023-01-03 00:00:14,0.42,0.0,0.01,234.17,2023-01-04 00:00:14,24,1
311,E-commerce,Express,IT,63076.0,IT,20121,2023-01-03 00:00:14,1.54,0.0,0.01,467.06,2023-01-04 00:00:14,24,1
312,E-commerce,Express,IT,63076.0,IT,89015,2023-01-03 00:00:14,1.41,0.0,0.01,535.06,2023-01-09 00:00:14,144,1
313,E-commerce Resi,Standard,IT,17031.0,IT,63076,2023-01-03 00:00:14,0.41,0.41,0.0,470.75,2023-01-11 00:00:14,192,1
314,E-commerce Resi,Standard,IT,2012.0,IT,63076,2023-01-03 00:00:14,0.95,0.95,0.0,54.92,2023-01-26 00:00:14,552,1
316,E-commerce,Standard,IT,63076.0,IT,81020,2023-01-03 12:00:14,1.0,0.5,0.01176,211.73,2023-01-05 00:00:14,36,1
317,E-commerce,Standard,IT,63076.0,IT,80070,2023-01-03 00:00:14,0.69,0.0,0.01,237.27,2023-01-04 12:47:36,36,1
319,E-commerce,Standard,IT,63076.0,IT,5014,2023-01-03 00:00:14,1.3,0.0,0.01,150.56,2023-01-05 14:13:56,62,1
320,E-commerce,Standard,IT,63076.0,IT,22066,2023-01-03 00:00:14,0.66,0.0,0.01,482.4,2023-01-04 12:55:07,36,1
321,E-commerce,Standard,IT,63076.0,IT,57025,2023-01-03 00:00:14,0.92,0.0,0.01,269.28,2023-01-05 10:56:29,58,1
322,E-commerce,Express,IT,63076.0,IT,20855,2023-01-03 00:00:14,1.26,0.0,0.01,471.45,2023-01-04 13:00:18,37,1
323,E-commerce,Express,IT,63076.0,IT,61122,2023-01-03 00:00:14,1.3,0.0,0.01,132.82,2023-01-05 11:33:32,59,1
324,E-commerce,Standard,IT,63076.0,IT,80016,2023-01-03 00:00:14,1.36,0.0,0.01,226.67,2023-01-04 10:56:05,34,1
325,E-commerce,Standard,IT,63076.0,IT,76015,2023-01-03 00:00:14,1.16,0.0,0.01,255.01,2023-01-09 14:04:14,158,1
326,E-commerce,Standard,IT,63076.0,IT,86040,2023-01-03 00:00:14,1.29,0.0,0.01,172.08,2023-01-05 12:48:14,60,1
330,E-commerce,Express,IT,63076.0,IT,60037,2023-01-03 00:00:14,2.17,0.0,0.01,88.16,2023-01-04 00:00:14,24,1
334,E-commerce,Standard,IT,63076.0,IT,9124,2023-01-03 00:00:14,0.59,0.0,0.01,571.44,2023-01-05 00:00:14,48,1
335,E-commerce,Standard,IT,80121.0,IT,118,2023-01-03 00:00:14,1.0,0.0,0.01,173.85,2023-01-04 00:00:14,24,1
336,E-commerce,Standard,IT,63076.0,IT,9028,2023-01-03 00:00:14,1.34,0.0,0.01,565.95,2023-01-05 13:24:14,61,1
337,E-commerce,Standard,IT,63076.0,IT,88046,2023-01-03 00:00:14,1.43,0.0,0.01,486.42,2023-01-05 00:00:14,48,1
341,E-commerce,Standard,IT,63076.0,IT,83050,2023-01-03 00:00:14,1.64,0.0,0.01,244.14,2023-01-05 14:11:47,62,1
342,E-commerce,Express,IT,63076.0,IT,97100,2023-01-03 00:00:14,1.65,0.0,0.01,671.51,2023-01-05 11:41:14,59,1
343,E-commerce,Express,IT,63076.0,IT,90144,2023-01-03 00:00:14,0.35,0.0,0.01,533.75,2023-01-09 13:59:31,157,1
344,E-commerce,Express,IT,63076.0,IT,20098,2023-01-03 00:00:14,1.18,0.0,0.01,455.61,2023-01-04 10:56:50,34,1
345,E-commerce,Standard,IT,63076.0,IT,56035,2023-01-03 00:00:14,1.67,0.0,0.01,272.13,2023-01-09 00:00:14,144,1
348,E-commerce,Standard,IT,35122.0,IT,70121,2023-01-03 00:00:14,2.0,0.0,0.01,625.4,2023-01-04 13:22:14,37,1
349,E-commerce,Standard,IT,16121.0,IT,137,2023-01-03 00:00:14,1.06,0.0,0.04,402.38,2023-01-05 00:00:14,48,1
350,E-commerce,Standard,IT,63076.0,IT,42121,2023-01-03 00:00:14,1.33,0.0,0.01,323.71,2023-01-04 00:00:14,24,1
354,E-commerce,Standard,IT,63076.0,IT,187,2023-01-03 00:00:14,1.3,0.0,0.01,158.28,2023-01-05 11:23:47,59,1
355,E-commerce,Standard,IT,63076.0,IT,15121,2023-01-03 00:00:14,0.54,0.0,0.01,473.45,2023-01-04 14:07:54,38,1
356,E-commerce,Standard,IT,63076.0,IT,80020,2023-01-03 00:00:14,0.59,0.0,0.01,227.84,2023-01-04 13:10:46,37,1
357,E-commerce,Standard,IT,63076.0,IT,191,2023-01-03 00:00:14,0.59,0.0,0.01,155.1,2023-01-04 00:00:14,24,1
358,E-commerce,Standard,IT,50123.0,IT,173,2023-01-03 00:00:14,2.0,0.0,0.04,242.04,2023-01-05 00:00:14,48,1
359,E-commerce,Standard,IT,63076.0,IT,40023,2023-01-03 00:00:14,0.78,0.0,0.01,241.89,2023-01-04 11:21:45,35,1
361,E-commerce,Standard,IT,63076.0,IT,20138,2023-01-03 00:00:14,0.48,0.0,0.01,460.18,2023-01-04 00:00:14,24,1
362,E-commerce,Standard,IT,63076.0,IT,90144,2023-01-03 00:00:14,1.22,0.0,0.01,533.75,2023-01-09 00:00:14,144,1
364,E-commerce,Standard,IT,63076.0,IT,59016,2023-01-03 00:00:14,1.1,0.0,0.01,245.67,2023-01-04 00:00:14,24,1
365,E-commerce,Standard,IT,20121.0,IT,80141,2023-01-03 00:00:14,0.7,0.0,0.09,657.51,2023-01-04 11:48:03,35,1
367,E-commerce,Standard,IT,63076.0,IT,20121,2023-01-03 00:00:14,0.89,0.0,0.01,467.06,2023-01-04 00:00:14,24,1
368,E-commerce,Standard,IT,63076.0,IT,33013,2023-01-03 00:00:14,1.21,0.0,0.01,377.95,2023-01-04 00:00:14,24,1
373,E-commerce,Standard,IT,80121.0,IT,73048,2023-01-03 00:00:14,2.0,0.0,0.01,329.47,2023-01-04 11:43:14,35,1
374,E-commerce,Standard,IT,63076.0,IT,80046,2023-01-03 00:00:14,1.98,0.0,0.01,236.22,2023-01-04 00:00:14,24,1
375,E-commerce,Express,IT,63076.0,IT,1028,2023-01-03 00:00:14,0.38,0.0,0.01,129.23,2023-01-04 00:00:14,24,1
376,E-commerce,Standard,IT,63076.0,IT,4023,2023-01-03 00:00:14,1.41,0.0,0.01,185.82,2023-01-05 11:49:03,59,1
377,E-commerce,Standard,IT,186.0,IT,32043,2023-01-03 00:00:14,1.9,0.0,0.01,516.77,2023-01-04 00:00:14,24,1
378,E-commerce,Standard,IT,63076.0,IT,8100,2023-01-03 00:00:14,1.05,0.0,0.01,473.36,2023-01-09 00:00:14,144,1
379,E-commerce,Standard,IT,63076.0,IT,24029,2023-01-03 00:00:14,1.22,0.0,0.01,451.28,2023-01-04 12:12:24,36,1
380,E-commerce,Standard,IT,63076.0,IT,45019,2023-01-03 00:00:14,2.98,0.0,0.01,266.03,2023-01-04 11:18:40,35,1
381,E-commerce,Standard,IT,63076.0,IT,153,2023-01-03 00:00:14,1.08,0.0,0.01,160.34,2023-01-05 13:45:44,61,1
382,E-commerce,Standard,IT,63076.0,IT,83020,2023-01-03 00:00:14,1.3,0.0,0.01,241.3,2023-01-05 00:00:14,48,1
395,E-commerce,Standard,IT,187.0,IT,85100,2023-01-03 00:00:14,0.5,0.0,0.0,310.91,2023-01-17 00:00:14,336,1
396,E-commerce,Standard,IT,63076.0,IT,72017,2023-01-03 00:00:14,1.28,0.0,0.01,394.45,2023-01-05 00:00:14,48,1
397,E-commerce,Standard,IT,63076.0,IT,187,2023-01-03 00:00:14,1.41,0.0,0.01,158.28,2023-01-05 10:56:18,58,1
398,E-commerce,Express,IT,63076.0,IT,10121,2023-01-03 00:00:14,0.54,0.0,0.01,547.98,2023-01-05 14:14:59,62,1
399,E-commerce,Standard,IT,187.0,IT,81031,2023-01-03 00:00:14,3.0,0.0,0.04,177.45,2023-01-04 11:11:48,35,1
400,E-commerce,Express,IT,63076.0,IT,87022,2023-01-03 00:00:14,0.35,0.0,0.01,417.9,2023-01-05 13:31:23,61,1
402,E-commerce,Standard,IT,63076.0,IT,10024,2023-01-03 00:00:14,0.98,0.0,0.01,544.39,2023-01-04 12:28:06,36,1
