Unnamed: 0,SERVICETYPE,VEHICLETYPE,DEPARTURE_COUNTRY,DEPARTURE_ZIPCODE,ARRIVAL_COUNTRY,ARRIVAL_ZIPCODE,SHIPPING_DATE,GROSS_WEIGHT_KG,NET_WEIGHT_KG,VOLUME_M3,DECLARED_DISTANCE_KM,ACTUAL_DELIVERY_DATE,DELIVERY_TIME_HH,WDAY
34,Via gomma,Standard,IT,63076.0,IT,25020,2023-01-03 00:00:14,95.48,86.25,0.93,407.91,2023-01-05 00:00:14,48,1
35,Via gomma,Standard,IT,63076.0,IT,25020,2023-01-03 00:00:14,38.24,34.45,0.35,407.91,2023-01-05 00:00:14,48,1
73,Via gomma,Standard,IT,63076.0,IT,24040,2023-01-03 00:00:14,14.92,13.77,0.12,451.17,2023-01-05 00:00:14,48,1
176,Via gomma,Standard,IT,63076.0,IT,6121,2023-01-03 08:30:59.153,92.06,82.36,0.89,119.25,2023-01-12 00:00:14,208,1
177,Via gomma,Standard,IT,63076.0,IT,24026,2023-01-03 08:30:59.153,8.26,7.36,0.18,448.7,2023-01-05 00:00:14,40,1
178,Via gomma,Standard,IT,63076.0,IT,26100,2023-01-03 08:30:59.153,9.02,7.65,0.18,393.08,2023-01-05 00:00:14,40,1
179,Via gomma,Standard,IT,63076.0,IT,86100,2023-01-03 08:30:59.153,11.46,10.37,0.11,166.04,2023-01-10 00:00:14,160,1
180,Via gomma,Standard,IT,63076.0,IT,5100,2023-01-03 08:30:59.153,12.38,10.94,0.12,105.22,2023-01-12 00:00:14,208,1
181,Via gomma,Standard,IT,63076.0,IT,46100,2023-01-03 08:30:59.153,33.6,30.56,0.23,348.76,2023-01-04 00:00:14,16,1
182,Via gomma,Standard,IT,63076.0,IT,70121,2023-01-03 08:30:59.153,8.2,7.3,0.2,321.49,2023-01-11 00:00:14,184,1
183,Via gomma,Standard,IT,63076.0,IT,74123,2023-01-03 08:30:59.153,12.74,11.64,0.11,390.98,2023-01-11 00:00:14,184,1
184,Via gomma,Standard,IT,63076.0,IT,47841,2023-01-03 08:30:59.153,11.48,10.0,0.23,146.13,2023-01-11 00:00:14,184,1
185,Via gomma,Standard,IT,63076.0,IT,30022,2023-01-03 08:30:59.153,23.4,21.25,0.17,322.32,2023-01-10 00:00:14,160,1
186,Via gomma,Standard,IT,63076.0,IT,25121,2023-01-03 08:30:59.153,171.48,154.42,1.52,409.28,2023-01-05 00:00:14,40,1
187,Via gomma,Standard,IT,63076.0,IT,35042,2023-01-03 08:30:59.153,16.18,14.68,0.15,310.27,2023-01-04 00:00:14,16,1
188,Via gomma,Standard,IT,63076.0,IT,46100,2023-01-03 08:30:59.153,43.9,39.59,0.37,348.76,2023-01-04 00:00:14,16,1
189,Via gomma,Standard,IT,63076.0,IT,61122,2023-01-03 08:30:59.153,15.98,14.79,0.12,132.82,2023-01-11 00:00:14,184,1
190,Via gomma,Standard,IT,63076.0,IT,21052,2023-01-03 08:30:59.153,15.42,14.19,0.11,497.12,2023-01-05 00:00:14,40,1
191,Via gomma,Standard,IT,63076.0,IT,185,2023-01-03 08:30:59.153,82.54,75.15,0.7,157.84,2023-01-12 00:00:14,208,1
192,Via gomma,Standard,IT,63076.0,IT,22100,2023-01-03 08:30:59.153,145.0,131.5,1.26,496.03,2023-01-05 00:00:14,40,1
193,Via gomma,Standard,IT,63076.0,IT,76011,2023-01-03 08:30:59.153,10.04,9.18,0.07,289.06,2023-01-11 00:00:14,184,1
194,Via gomma,Standard,IT,63076.0,IT,183,2023-01-03 08:30:59.153,17.12,15.77,0.14,159.03,2023-01-11 00:00:14,184,1
195,Via gomma,Standard,IT,63076.0,IT,30020,2023-01-03 08:30:59.153,416.1,383.75,4.62,318.67,2023-01-09 00:00:14,136,1
196,Via gomma,Standard,IT,63076.0,IT,26010,2023-01-03 08:30:59.153,148.08,135.47,1.31,426.2,2023-01-05 00:00:14,40,1
197,Via gomma,Standard,IT,63076.0,IT,23017,2023-01-03 08:30:59.153,15.48,14.13,0.14,492.18,2023-01-10 00:00:14,160,1
198,Via gomma,Standard,IT,63076.0,IT,12084,2023-01-03 08:30:59.153,10.86,9.91,0.08,511.01,2023-01-05 00:00:14,40,1
199,Via gomma,Standard,IT,63076.0,IT,71043,2023-01-03 08:30:59.153,29.94,27.02,0.27,224.16,2023-01-12 00:00:14,208,1
200,Via gomma,Standard,IT,63076.0,IT,22100,2023-01-03 08:30:59.153,19.24,17.19,0.25,496.03,2023-01-05 00:00:14,40,1
201,Via gomma,Standard,IT,63076.0,IT,1019,2023-01-03 08:30:59.153,69.02,63.0,0.56,160.27,2023-01-13 00:00:14,232,1
202,Via gomma,Standard,IT,63076.0,IT,48015,2023-01-03 08:30:59.153,31.32,28.84,0.27,191.38,2023-01-12 00:00:14,208,1
203,Via gomma,Standard,IT,63076.0,IT,24030,2023-01-03 08:30:59.153,26.5,23.42,0.29,459.96,2023-01-04 00:00:14,16,1
204,Via gomma,Standard,IT,63076.0,IT,4019,2023-01-03 08:30:59.153,39.8,35.82,0.36,187.76,2023-01-12 00:00:14,208,1
205,Via gomma,Standard,IT,63076.0,IT,46100,2023-01-03 08:30:59.153,34.38,31.19,0.25,348.76,2023-01-04 00:00:14,16,1
206,Via gomma,Standard,IT,63076.0,IT,13900,2023-01-03 08:30:59.153,31.54,28.61,0.27,546.04,2023-01-11 00:00:14,184,1
207,Via gomma,Standard,IT,63076.0,IT,20017,2023-01-03 08:30:59.153,53.38,49.19,0.43,480.32,2023-01-05 00:00:14,40,1
208,Via gomma,Standard,IT,63076.0,IT,25056,2023-01-03 08:30:59.153,25.86,23.43,0.3,454.94,2023-01-10 00:00:14,160,1
209,Via gomma,Standard,IT,63076.0,IT,39012,2023-01-03 08:30:59.153,54.3,49.22,0.55,467.04,2023-01-04 00:00:14,16,1
210,Via gomma,Standard,IT,63076.0,IT,5100,2023-01-03 08:30:59.153,6.68,6.11,0.05,105.22,2023-01-12 00:00:14,208,1
211,Via gomma,Standard,IT,63076.0,IT,46040,2023-01-03 08:30:59.153,16.06,14.87,0.12,372.79,2023-01-09 00:00:14,136,1
212,Via gomma,Standard,IT,63076.0,IT,22071,2023-01-03 08:30:59.153,11.4,10.2,0.09,493.05,2023-01-05 00:00:14,40,1
213,Via gomma,Standard,IT,63076.0,IT,27045,2023-01-03 08:30:59.153,12.8,11.7,0.11,443.1,2023-01-05 00:00:14,40,1
214,Via gomma,Standard,IT,63076.0,IT,39031,2023-01-03 08:30:59.153,1.14,0.77,0.02,456.58,2023-01-09 00:00:14,136,1
215,Via gomma,Standard,IT,63076.0,IT,5018,2023-01-03 08:30:59.153,3.42,3.02,0.08,142.97,2023-01-17 00:00:14,328,1
216,Via gomma,Standard,IT,63076.0,IT,70044,2023-01-03 08:30:59.153,99.0,89.3,0.97,352.76,2023-01-12 00:00:14,208,1
217,Via gomma,Standard,IT,63076.0,IT,22063,2023-01-03 08:30:59.153,17.26,15.99,0.15,488.51,2023-01-10 00:00:14,160,1
218,Via gomma,Standard,IT,63076.0,IT,20090,2023-01-03 08:30:59.153,58.8,54.45,0.46,468.43,2023-01-09 00:00:14,136,1
219,Via gomma,Standard,IT,63076.0,IT,39100,2023-01-03 08:30:59.153,100.26,90.95,0.74,443.63,2023-01-04 00:00:14,16,1
220,Via gomma,Standard,IT,63076.0,IT,33013,2023-01-03 08:30:59.153,11.26,10.31,0.08,377.95,2023-01-10 00:00:14,160,1
221,Via gomma,Standard,IT,63076.0,IT,19,2023-01-03 08:30:59.153,28.14,25.11,0.42,136.24,2023-01-12 00:00:14,208,1
222,Via gomma,Standard,IT,63076.0,IT,30124,2023-01-03 08:30:59.153,19.18,17.23,0.23,304.3,2023-01-10 00:00:14,160,1
223,Via gomma,Standard,IT,63076.0,IT,3039,2023-01-03 08:30:59.153,109.58,99.14,1.0,134.91,2023-01-13 00:00:14,232,1
224,Via gomma,Standard,IT,63076.0,IT,72015,2023-01-03 08:30:59.153,5.52,4.92,0.11,373.23,2023-01-11 00:00:14,184,1
225,Via gomma,Standard,IT,63076.0,IT,25020,2023-01-03 08:30:59.153,26.46,23.59,0.19,407.91,2023-01-05 00:00:14,40,1
226,Via gomma,Standard,IT,63076.0,IT,3100,2023-01-03 08:30:59.153,5.68,4.7,0.12,147.89,2023-01-12 00:00:14,208,1
227,Via gomma,Standard,IT,63076.0,IT,41043,2023-01-03 08:30:59.153,6.72,5.64,0.15,302.41,2023-01-05 00:00:14,40,1
228,Via gomma,Standard,IT,63076.0,IT,46100,2023-01-03 08:30:59.153,41.32,37.84,0.29,348.76,2023-01-04 00:00:14,16,1
229,Via gomma,Standard,IT,63076.0,IT,186,2023-01-03 08:30:59.153,23.04,20.71,0.26,159.16,2023-01-11 00:00:14,184,1
230,Via gomma,Standard,IT,63076.0,IT,43121,2023-01-03 08:30:59.153,12.5,11.55,0.08,349.7,2023-01-09 00:00:14,136,1
231,Via gomma,Standard,IT,63076.0,IT,24040,2023-01-03 08:30:59.153,14.52,13.37,0.12,451.17,2023-01-05 00:00:14,40,1
232,Via gomma,Standard,IT,63076.0,IT,55,2023-01-03 08:30:59.153,25.32,21.93,0.28,179.36,2023-01-11 00:00:14,184,1
233,Via gomma,Standard,IT,63076.0,IT,25087,2023-01-03 08:30:59.153,77.18,69.8,0.77,398.31,2023-01-05 00:00:14,40,1
234,Via gomma,Standard,IT,63076.0,IT,25020,2023-01-03 08:30:59.153,49.7,45.18,0.38,407.91,2023-01-05 00:00:14,40,1
235,Via gomma,Standard,IT,63076.0,IT,187,2023-01-03 08:30:59.153,34.68,30.89,0.75,158.28,2023-01-11 00:00:14,184,1
236,Via gomma,Standard,IT,63076.0,IT,73014,2023-01-03 08:30:59.153,13.06,11.76,0.14,471.19,2023-01-12 00:00:14,208,1
237,Via gomma,Standard,IT,63076.0,IT,186,2023-01-03 08:30:59.153,99.74,91.6,0.8,159.16,2023-01-12 00:00:14,208,1
238,Via gomma,Standard,IT,63076.0,IT,47521,2023-01-03 08:30:59.153,27.0,24.45,0.24,186.95,2023-01-11 00:00:14,184,1
239,Via gomma,Standard,IT,63076.0,IT,4019,2023-01-03 08:30:59.153,4.62,4.2,0.03,187.76,2023-01-12 00:00:14,208,1
240,Via gomma,Standard,IT,63076.0,IT,22100,2023-01-03 08:30:59.153,43.04,38.78,0.31,496.03,2023-01-05 00:00:14,40,1
241,Via gomma,Standard,IT,63076.0,IT,27050,2023-01-03 08:30:59.153,10.26,9.26,0.23,456.69,2023-01-09 00:00:14,136,1
242,Via gomma,Standard,IT,63076.0,IT,12100,2023-01-03 08:30:59.153,33.2,30.9,0.25,531.77,2023-01-09 00:00:14,136,1
243,Via gomma,Standard,IT,63076.0,IT,183,2023-01-03 08:30:59.153,17.94,15.86,0.18,159.03,2023-01-11 00:00:14,184,1
244,Via gomma,Standard,IT,63076.0,IT,26010,2023-01-03 08:30:59.153,15.68,14.53,0.13,426.2,2023-01-05 00:00:14,40,1
245,Via gomma,Standard,IT,63076.0,IT,15033,2023-01-03 08:30:59.153,48.22,44.32,0.38,496.16,2023-01-09 00:00:14,136,1
246,Via gomma,Standard,IT,63076.0,IT,41049,2023-01-03 08:30:59.153,39.8,35.89,0.35,304.68,2023-01-04 00:00:14,16,1
247,Via gomma,Standard,IT,63076.0,IT,162,2023-01-03 08:30:59.153,42.12,39.22,0.33,154.89,2023-01-11 00:00:14,184,1
248,Via gomma,Standard,IT,63076.0,IT,37121,2023-01-03 08:30:59.153,129.38,116.31,1.05,360.62,2023-01-05 00:00:14,40,1
249,Via gomma,Standard,IT,63076.0,IT,24060,2023-01-03 08:30:59.153,1.14,0.74,0.02,435.51,2023-01-05 00:00:14,40,1
250,Via gomma,Standard,IT,63076.0,IT,34122,2023-01-03 08:30:59.153,3.98,3.58,0.06,304.0,2023-01-10 00:00:14,160,1
251,Via gomma,Standard,IT,63076.0,IT,66054,2023-01-03 08:30:59.153,13.66,12.46,0.1,115.63,2023-01-11 00:00:14,184,1
252,Via gomma,Standard,IT,63076.0,IT,144,2023-01-03 08:30:59.153,2.98,2.48,0.11,166.87,2023-01-11 00:00:14,184,1
253,Via gomma,Standard,IT,63076.0,IT,36060,2023-01-03 08:30:59.153,42.92,38.87,0.43,359.77,2023-01-04 00:00:14,16,1
254,Via gomma,Standard,IT,63076.0,IT,4100,2023-01-03 08:30:59.153,19.26,17.91,0.14,179.42,2023-01-12 00:00:14,208,1
255,Via gomma,Standard,IT,63076.0,IT,12042,2023-01-03 08:30:59.153,2.18,1.6,0.05,519.0,2023-01-10 00:00:14,160,1
280,Via gomma,Standard,IT,63076.0,IT,55042,2023-01-03 09:00:21.47,1.8,1.4,0.019683,316.41,2023-01-04 15:02:14,30,1
281,Via gomma,Standard,IT,63076.0,IT,7020,2023-01-03 09:00:55.657,0.7,0.3,0.019683,461.29,2023-01-17 00:00:14,327,1
282,Via gomma,Standard,IT,63076.0,IT,9124,2023-01-03 09:01:34.947,1.1,0.7,0.019683,571.44,2023-01-10 12:22:14,171,1
283,Via gomma,Standard,IT,63076.0,IT,16121,2023-01-03 09:02:00.5,0.9,0.5,0.019683,427.24,2023-01-04 13:34:14,28,1
284,Via gomma,Standard,IT,63076.0,IT,90141,2023-01-03 09:02:22.093,1.0,0.6,0.019683,535.02,2023-01-05 10:49:14,49,1
285,Via gomma,Standard,IT,63076.0,IT,21100,2023-01-03 09:02:37.98,0.9,0.5,0.019683,512.02,2023-01-04 12:05:14,27,1
286,Via gomma,Standard,IT,63076.0,IT,24122,2023-01-03 09:02:54.003,0.9,0.5,0.019683,453.28,2023-01-04 12:02:14,27,1
287,Via gomma,Standard,IT,63076.0,IT,70121,2023-01-03 09:03:08.98,1.1,0.7,0.019683,321.49,2023-01-04 14:09:14,29,1
289,Via gomma,Standard,IT,63076.0,IT,25121,2023-01-03 09:03:29.807,0.9,0.5,0.019683,409.28,2023-01-04 11:17:14,26,1
290,Via gomma,Standard,IT,63076.0,IT,35122,2023-01-03 09:03:50.333,1.1,0.7,0.019683,317.43,2023-01-04 10:12:14,25,1
291,Via gomma,Standard,IT,63076.0,IT,39100,2023-01-03 09:05:04.423,1.8,1.4,0.019683,443.63,2023-02-02 15:40:14,726,1
292,Via gomma,Standard,IT,63076.0,IT,37121,2023-01-03 09:05:31.347,1.0,0.6,0.019683,360.62,2023-01-04 14:11:14,29,1
293,Via gomma,Standard,IT,63076.0,IT,80073,2023-01-03 09:05:47.8,0.7,0.3,0.019683,266.03,2023-01-05 12:03:14,51,1
294,Via gomma,Standard,IT,63076.0,IT,80121,2023-01-03 09:07:30.477,1.1,0.7,0.019683,234.53,2023-01-04 13:55:14,28,1
295,Via gomma,Standard,IT,63076.0,IT,50123,2023-01-03 09:07:48.193,3.5,3.1,0.019683,229.92,2023-01-04 11:18:14,26,1
296,Via gomma,Standard,IT,63076.0,IT,20090,2023-01-03 09:08:09.037,4.5,4.1,0.019683,468.43,2023-01-04 10:18:14,25,1
297,Via gomma,Standard,IT,63076.0,IT,40124,2023-01-03 09:08:24.443,1.0,0.6,0.019683,265.67,2023-01-04 11:40:14,26,1
298,Via gomma,Standard,IT,63076.0,IT,20121,2023-01-03 09:08:49.667,3.9,3.4,0.019683,467.06,2023-01-04 13:14:14,28,1
299,Via gomma,Standard,IT,63076.0,IT,30124,2023-01-03 09:09:07.01,2.3,1.9,0.019683,304.3,2023-01-04 13:08:14,28,1
300,Via gomma,Standard,IT,63076.0,IT,185,2023-01-03 09:09:27.247,1.4,1.0,0.019683,157.84,2023-01-04 10:22:14,25,1
301,Via gomma,Standard,IT,63076.0,IT,20900,2023-01-03 09:09:49.183,0.9,0.5,0.019683,469.2,2023-01-04 11:26:14,26,1
302,Via gomma,Standard,IT,63076.0,IT,50123,2023-01-03 09:10:05.243,1.1,0.7,0.019683,229.92,2023-01-04 11:19:14,26,1
303,Via gomma,Standard,IT,63076.0,IT,20123,2023-01-03 09:10:23.943,0.5,0.1,0.019683,467.01,2023-01-04 14:16:14,29,1
304,Via gomma,Standard,IT,63076.0,IT,20090,2023-01-03 09:10:46.183,7.1,6.7,0.050653,468.43,2023-01-04 15:08:14,30,1
305,Via gomma,Standard,IT,63076.0,IT,187,2023-01-03 09:11:03.433,4.5,4.1,0.050653,158.28,2023-01-04 14:35:14,29,1
424,Via gomma,Standard,IT,63076.0,IT,20090,2023-01-03 00:00:14,8.0,7.0,0.059582,468.43,2023-01-05 09:49:14,57,1
764,Via gomma,Standard,IT,63076.0,IT,54,2023-01-04 07:09:34.637,0.9,0.5,0.019448,184.03,2023-01-05 13:48:14,30,2
785,Via gomma,Standard,IT,63076.0,IT,39012,2023-01-04 09:00:47.427,22.32,20.87,0.17,467.04,2023-01-10 00:00:14,135,2
786,Via gomma,Standard,IT,63076.0,IT,30020,2023-01-04 09:00:47.427,284.32,262.53,2.3,318.67,2023-01-09 00:00:14,111,2
787,Via gomma,Standard,IT,63076.0,IT,20821,2023-01-04 09:00:47.427,21.86,19.76,0.15,481.33,2023-01-10 00:00:14,135,2
788,Via gomma,Standard,IT,63076.0,IT,28100,2023-01-04 09:00:47.427,29.2,26.25,0.24,502.45,2023-01-12 00:00:14,183,2
789,Via gomma,Standard,IT,63076.0,IT,28100,2023-01-04 09:00:47.427,118.7,107.76,1.02,502.45,2023-01-12 00:00:14,183,2
790,Via gomma,Standard,IT,63076.0,IT,28100,2023-01-04 09:00:47.427,43.16,39.88,0.3,502.45,2023-01-12 00:00:14,183,2
791,Via gomma,Standard,IT,63076.0,IT,37010,2023-01-04 09:00:47.427,97.42,88.71,0.78,380.44,2023-01-11 00:00:14,159,2
792,Via gomma,Standard,IT,63076.0,IT,37121,2023-01-04 09:00:47.427,154.18,140.42,1.3,360.62,2023-01-11 00:00:14,159,2
793,Via gomma,Standard,IT,63076.0,IT,30124,2023-01-04 09:00:47.427,186.12,165.66,2.11,304.3,2023-01-10 00:00:14,135,2
794,Via gomma,Standard,IT,63076.0,IT,20900,2023-01-04 09:00:47.427,117.47,105.91,1.07,469.2,2023-01-12 00:00:14,183,2
795,Via gomma,Standard,IT,63076.0,IT,20121,2023-01-04 09:00:47.427,186.67,170.29,1.74,467.06,2023-01-10 00:00:14,135,2
796,Via gomma,Standard,IT,63076.0,IT,25087,2023-01-04 09:00:47.427,54.52,49.83,0.42,398.31,2023-01-11 00:00:14,159,2
797,Via gomma,Standard,IT,63076.0,IT,31100,2023-01-04 09:00:47.427,59.08,53.75,0.44,330.92,2023-01-10 00:00:14,135,2
798,Via gomma,Standard,IT,63076.0,IT,43100,2023-01-04 09:00:47.427,53.24,48.0,0.5,352.42,2023-01-10 00:00:14,135,2
799,Via gomma,Standard,IT,63076.0,IT,33170,2023-01-04 09:00:47.427,111.84,102.0,0.88,351.83,2023-01-10 00:00:14,135,2
800,Via gomma,Standard,IT,63076.0,IT,35043,2023-01-04 09:00:47.427,2.18,1.6,0.04,307.02,2023-01-09 00:00:14,111,2
801,Via gomma,Standard,IT,63076.0,IT,39100,2023-01-04 09:00:47.427,104.44,94.68,0.95,443.63,2023-01-09 00:00:14,111,2
802,Via gomma,Standard,IT,63076.0,IT,33170,2023-01-04 09:00:47.427,1.36,1.16,0.03,351.83,2023-01-10 00:00:14,135,2
803,Via gomma,Standard,IT,63076.0,IT,137,2023-01-04 09:00:47.427,291.48,264.68,2.83,146.57,2023-01-12 00:00:14,183,2
804,Via gomma,Standard,IT,63076.0,IT,26010,2023-01-04 09:00:47.427,50.3,46.08,0.4,426.2,2023-01-10 00:00:14,135,2
805,Via gomma,Standard,IT,63076.0,IT,37121,2023-01-04 09:00:47.427,83.16,75.74,0.7,360.62,2023-01-12 00:00:14,183,2
806,Via gomma,Standard,IT,63076.0,IT,33170,2023-01-04 09:00:47.427,146.24,131.52,1.79,351.83,2023-01-10 00:00:14,135,2
807,Via gomma,Standard,IT,63076.0,IT,36100,2023-01-04 09:00:47.427,123.8,111.59,1.05,344.56,2023-01-09 00:00:14,111,2
808,Via gomma,Standard,IT,63076.0,IT,41049,2023-01-04 09:00:47.427,14.7,13.35,0.14,304.68,2023-01-09 00:00:14,111,2
809,Via gomma,Standard,IT,63076.0,IT,35122,2023-01-04 09:00:47.427,76.76,70.19,0.59,317.43,2023-01-09 00:00:14,111,2
810,Via gomma,Standard,IT,63076.0,IT,26100,2023-01-04 09:00:47.427,3.2,2.5,0.04,393.08,2023-01-10 00:00:14,135,2
811,Via gomma,Standard,IT,63076.0,IT,33100,2023-01-04 09:00:47.427,142.74,128.91,1.47,353.17,2023-01-11 00:00:14,159,2
812,Via gomma,Standard,IT,63076.0,IT,31044,2023-01-04 09:00:47.427,40.58,36.82,0.36,348.27,2023-01-09 00:00:14,111,2
813,Via gomma,Standard,IT,63076.0,IT,15033,2023-01-04 09:00:47.427,30.5,27.8,0.28,496.16,2023-01-11 00:00:14,159,2
814,Via gomma,Standard,IT,63076.0,IT,15069,2023-01-04 09:00:47.427,207.42,191.42,1.67,447.22,2023-01-11 00:00:14,159,2
815,Via gomma,Standard,IT,63076.0,IT,187,2023-01-04 09:00:47.427,248.66,225.48,2.17,158.28,2023-01-13 00:00:14,207,2
816,Via gomma,Standard,IT,63076.0,IT,35139,2023-01-04 09:00:47.427,9.96,8.96,0.08,318.27,2023-01-09 00:00:14,111,2
817,Via gomma,Standard,IT,63076.0,IT,15069,2023-01-04 09:00:47.427,995.3,918.77,10.26,447.22,2023-01-11 00:00:14,159,2
818,Via gomma,Standard,IT,63076.0,IT,38122,2023-01-04 09:00:47.427,80.74,73.62,0.69,411.5,2023-01-11 00:00:14,159,2
819,Via gomma,Standard,IT,63076.0,IT,12100,2023-01-04 09:00:47.427,11.14,10.24,0.09,531.77,2023-01-10 00:00:14,135,2
820,Via gomma,Standard,IT,63076.0,IT,10121,2023-01-04 09:00:47.427,177.4,160.22,1.68,547.98,2023-01-11 00:00:14,159,2
821,Via gomma,Standard,IT,63076.0,IT,61122,2023-01-04 09:00:47.427,10.64,9.64,0.09,132.82,2023-01-11 00:00:14,159,2
822,Via gomma,Standard,IT,63076.0,IT,20090,2023-01-04 09:00:47.427,150.07,140.39,1.62,468.43,2023-01-10 00:00:14,135,2
823,Via gomma,Standard,IT,63076.0,IT,26100,2023-01-04 09:00:47.427,13.4,12.05,0.14,393.08,2023-01-17 00:00:14,303,2
858,Via gomma,Standard,IT,62010.0,IT,9124,2023-01-04 00:00:14,17.78,15.2,0.1,589.56,2023-01-10 00:00:14,144,2
1085,Via gomma,Standard,IT,63811.0,IT,25121,2023-01-10 09:26:42.507,18.36,18.07,0.29,375.94,2023-01-10 11:00:14,2,1
1086,Via gomma,Standard,IT,63811.0,IT,24122,2023-01-04 16:00:46.95,10.0,9.95,1.0,420.59,2023-01-10 10:00:14,138,2
1087,Via gomma,Standard,IT,63811.0,IT,20900,2023-01-04 16:00:46.95,11.17,11.11,1.0,437.71,2023-01-11 10:00:14,162,2
1088,Via gomma,Standard,IT,63811.0,IT,20121,2023-01-04 16:00:46.95,96.17,95.36,0.58,436.22,2023-01-12 09:00:14,185,2
1089,Via gomma,Standard,IT,63811.0,IT,20090,2023-01-04 16:00:46.95,24.2,24.09,2.0,437.92,2023-01-13 09:00:14,209,2
1090,Via gomma,Standard,IT,63811.0,IT,90141,2023-01-04 16:00:46.95,22.64,22.53,2.0,569.36,2023-01-16 08:00:14,280,2
1170,Via gomma,Standard,IT,63076.0,IT,36060,2023-01-05 08:30:46.827,102.24,91.71,1.04,359.77,2023-01-11 00:00:14,136,3
1171,Via gomma,Standard,IT,63076.0,IT,43121,2023-01-05 08:30:46.827,20.88,18.98,0.24,349.7,2023-01-09 00:00:14,88,3
1172,Via gomma,Standard,IT,63076.0,IT,22100,2023-01-05 08:30:46.827,56.9,52.24,0.45,496.03,2023-01-09 00:00:14,88,3
1173,Via gomma,Standard,IT,63076.0,IT,33013,2023-01-05 08:30:46.827,10.76,9.75,0.1,377.95,2023-01-11 00:00:14,136,3
1174,Via gomma,Standard,IT,63076.0,IT,36100,2023-01-05 08:30:46.827,19.52,17.8,0.16,344.56,2023-01-12 00:00:14,160,3
1175,Via gomma,Standard,IT,63076.0,IT,6073,2023-01-05 08:30:46.827,152.39,137.66,1.43,127.97,2023-01-09 00:00:14,88,3
1176,Via gomma,Standard,IT,63076.0,IT,33100,2023-01-05 08:30:46.827,15.48,13.85,0.13,353.17,2023-01-11 00:00:14,136,3
1177,Via gomma,Standard,IT,63076.0,IT,25020,2023-01-05 08:30:46.827,107.68,98.36,0.77,407.91,2023-01-10 00:00:14,112,3
1178,Via gomma,Standard,IT,63076.0,IT,31044,2023-01-05 08:30:46.827,35.96,32.22,0.33,348.27,2023-01-11 00:00:14,136,3
1179,Via gomma,Standard,IT,63076.0,IT,19,2023-01-05 08:30:46.827,9.18,8.23,0.08,136.24,2023-01-12 00:00:14,160,3
1180,Via gomma,Standard,IT,63076.0,IT,25020,2023-01-05 08:30:46.827,1.24,0.94,0.02,407.91,2023-01-10 00:00:14,112,3
1181,Via gomma,Standard,IT,63076.0,IT,21052,2023-01-05 08:30:46.827,13.96,12.66,0.14,497.12,2023-01-10 00:00:14,112,3
